新车价,全款,表显里程,排量,登记证为准,轴距,最大马力,最大扭矩,主/副驾驶安全气囊,前/后排侧气囊,前/后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,后雨刷,前/后电动车窗,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,后排独立空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前/后排座椅加热,32项 排除重大事故,18项 排除泡水火烧,11项 调表排查,36项 底盘悬架项,22项 轻微碰撞,25项 易损耗部件,14项 安全系统,33项 外部配置,42项 内部配置,10项 灯光系统,2项 高科技配置,4项 随车工具,9项 仪表台指示灯,5项 发动机状态,5项 变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测,使用时间,年检,交强险,紧凑型车,紧凑型SUV,中型车,小型车,中型SUV,小型SUV,MPV,中大型车,中大型SUV,微型车,微面,轻客,大型车,跑车,皮卡,国五,国四,国六,国三,自动,自然吸气,涡轮增压,机械增压,机械+涡轮增压,双涡轮增压,汽油,插电式混合动力,油电混合,柴油,汽油+48V轻混系统,92号,95号,0号,多点电喷,直喷,混合喷射,前置前驱,前置四驱,前置后驱,后置后驱,双电机四驱,中置后驱,电动助力,机械液压助力,电子液压助力,液压助力,盘式,鼓式,通风盘式,手刹,电子驻车,脚刹,长,宽,高,上汽大众,上汽通用别克,一汽-大众,长安福特,北京现代,东风日产,东风悦达起亚,广汽本田,北京奔驰,长城汽车,东风本田,一汽-大众奥迪,华晨宝马,上汽通用雪佛兰,广汽丰田,东风标致,一汽丰田,长安汽车,上汽集团,宝马(进口),吉利汽车,上汽斯柯达,上汽通用五菱,长安马自达,江淮汽车,比亚迪,奔驰(进口),东风雪铁龙,大众(进口),一汽奔腾,广汽菲克Jeep,一汽马自达,上汽通用凯迪拉克,奇瑞汽车,雷克萨斯,广汽乘用车,陆风汽车,长安铃木,Jeep(进口),众泰汽车,英菲尼迪(进口),smart,沃尔沃(进口),东风裕隆,斯巴鲁,东南汽车,奇瑞捷豹路虎,福特(进口),东风乘用车,东风小康,郑州日产,MINI,观致汽车,东风启辰,奥迪(进口),起亚(进口),华晨中华,北京汽车,一汽海马,江铃福特,长安沃尔沃,广汽菲克菲亚特,东风风行,路虎(进口),沃尔沃亚太,海马汽车,领克,天津一汽,梅赛德斯-AMG,广汽三菱,东风英菲尼迪,庆铃汽车,华晨雷诺,华晨金杯,标致(进口),野马汽车,猎豹汽车,双龙汽车,比速汽车,捷豹,长安标致雪铁龙,保时捷,宝沃汽车,北汽昌河,欧宝,林肯
0.19295236,0.24684016,0.24798384,0.17073172,0.14285715,0.7868805,0.28196722,0.37947494,1,0.5,1,1,1,1,1.00E-08,1,1,1,1,1.00E-08,1.00E-08,1.00E-08,1,1,1,1,1,1,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.67E-09,2.50E-09,0.33333334,2.50E-09,0.14285715,0.125,5.00E-09,0.5833333,0.25,0.5,1,1,1.00E-08,3.33E-09,1.00E-08,0.13793103,0.16666667,9.09E-10,0.2857143,0.4,0.625,0.48,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,0.6417745,0.52915764,0.2508108,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
0.19037965,0.37174723,0.22782257,0.3658537,0.14285715,0.84548104,0.38032788,0.3627685,1,0.5,1,1.00E-08,1,1,1,1,1,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1,1,1.00E-08,1,1,1,1,1.00E-08,1,1,1,0.5,0.16666667,2.50E-09,1.67E-09,2.50E-09,1.43E-09,1.25E-09,5.00E-09,0.16666667,1.25E-09,2.50E-09,1,1,1.00E-08,3.33E-09,1.00E-08,0.03448276,5.56E-10,9.09E-10,1.43E-09,0.25,0.475,4.00E-10,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,0.7948244,0.5313175,0.42702702,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
0.081234895,0.10594796,0.4183468,0.2682927,1.43E-09,0.787172,0.18360655,0.15035799,1,0.5,1,1.00E-08,1,1,1,1,1,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1,1.00E-08,1.67E-09,2.50E-09,1.67E-09,2.50E-09,1.43E-09,1.25E-09,5.00E-09,8.33E-10,1.25E-09,2.50E-09,1,1,1.00E-08,3.33E-09,1.00E-08,3.45E-10,0.44444445,0.36363637,1.43E-09,0.275,0.1,0.12,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,0.71571165,0.43412527,0.21945946,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
0.18398689,0.26951674,0.21824597,0.12195122,0.14285715,0.7588921,0.26229507,0.37947494,1,0.5,1,1,1,1,1.00E-08,1,1,1,1,1.00E-08,1.00E-08,1,1,1,1,1,1,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.67E-09,2.50E-09,1.67E-09,2.50E-09,1.43E-09,1.25E-09,5.00E-09,8.33E-10,1.25E-09,2.50E-09,1,1,1.00E-08,3.33E-09,1.00E-08,3.45E-10,5.56E-10,9.09E-10,1.43E-09,0.275,0.025,4.00E-10,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,0.62957484,0.60907125,0.3145946,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
0.1337803,0.14832713,0.13306452,0.12195122,0.2857143,0.774344,0.26229507,0.37947494,1,0.5,1,1,1,1,1,1,1,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1,1,1,1,1.00E-08,1,1.00E-08,1,1.00E-08,1,0.5,0.16666667,2.50E-09,1.67E-09,2.50E-09,0.2857143,0.125,5.00E-09,0.5833333,1.25E-09,0.75,1,1,1.00E-08,3.33E-09,1.00E-08,0.03448276,0.055555556,0.72727275,1.43E-09,0.45,0.475,0.36,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,0.703512,0.57667387,0.13513513,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
0.064629294,0.07026023,0.107862905,0.17073172,0.14285715,0.74052477,0.15409836,0.14081146,1,1.00E-08,1.00E-08,1.00E-08,1,1,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.67E-09,2.50E-09,1.67E-09,2.50E-09,1.43E-09,1.25E-09,5.00E-09,0.083333336,1.25E-09,2.50E-09,1,1,1.00E-08,3.33E-09,1.00E-08,0.03448276,5.56E-10,9.09E-10,1.43E-09,0.23333333,0.525,0.28,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,0.54898334,0.40172786,0.3027027,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
0.10828721,0.055390336,0.26814514,0.2195122,0.5714286,0.7930029,0.36065573,0.39379475,1,0.5,1.00E-08,1.00E-08,1,1,1,1,1,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1,1,1.00E-08,1,1,1.00E-08,1,1,1,1,1.00E-08,1.00E-08,1.67E-09,0.25,0.16666667,2.50E-09,1.43E-09,1.25E-09,5.00E-09,0.25,1.25E-09,2.50E-09,1,1,1.00E-08,3.33E-09,1.00E-08,0.06896552,0.11111111,0.18181819,1.43E-09,0.425,0.025,4.00E-10,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,0.7134935,0.57451403,0.34594595,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
0.006314804,0.005204461,0.16834676,0.07317075,1.43E-09,0.7930029,0.052459016,0.040572792,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,0.5,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.67E-09,2.50E-09,1.67E-09,2.50E-09,1.43E-09,1.25E-09,5.00E-09,8.33E-10,1.25E-09,2.50E-09,1,1,1.00E-08,3.33E-09,1.00E-08,3.45E-10,5.56E-10,0.09090909,1.43E-09,0.26666668,0.425,4.00E-10,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,0.63031423,0.2613391,0.5081081,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
0.35877445,0.6914498,0.15020162,0.2682927,1.43E-09,0.89766765,0.57377046,0.66587114,1,0.5,1,1,1,1,1,1,1,1,1,1.00E-08,1.00E-08,1,1.00E-08,1,1,1,1,1,1.00E-08,1,1,1,1,1.00E-08,0.5,1.67E-09,2.50E-09,1.67E-09,2.50E-09,1.43E-09,1.25E-09,5.00E-09,8.33E-10,1.25E-09,2.50E-09,1,1,1.00E-08,3.33E-09,1.00E-08,3.45E-10,0.11111111,9.09E-10,0.14285715,0.13333334,0.225,4.00E-10,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,0.87615526,0.650108,0.19027027,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
0.031340145,0.02230483,0.23034273,0.12195122,1.43E-09,0.74927115,0.12131148,0.10501193,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,0.16666667,0.25,1.67E-09,2.50E-09,0.14285715,1.25E-09,5.00E-09,8.33E-10,1.25E-09,2.50E-09,1,1,1.00E-08,3.33E-09,1.00E-08,0.06896552,0.055555556,9.09E-10,1.43E-09,0.40833333,0.6,0.44,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1,1.00E-08,1.00E-08,0.6210721,0.30453563,0.17297298,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08,1.00E-08
